"Expr1000","MSW05binom","POINT_X","POINT_Y","binomial_tree","Class","Family","Genus","Species","1-1_ActivityCycle","2-1_AgeatEyeOpening_d","3-1_AgeatFirstBirth_d","5-1_AdultBodyMass_g","5-2_BasalMetRateMass_g","5-3_NeonateBodyMass_g","5-4_WeaningBodyMass_g","5-5_AdultBodyMass_g_EXT","5-6_NeonateBodyMass_g_EXT","5-7_WeaningBodyMass_g_EXT","6-1_DietBreadth","6-2_TrophicLevel","7-1_DispersalAge_d","8-1_AdultForearmLen_mm","9-1_GestationLen_d","10-1_PopulationGrpSize","10-2_SocialGrpSize","12-1_HabitatBreadth","12-2_Terrestriality","13-1_AdultHeadBodyLen_mm","13-2_NeonateHeadBodyLen_mm","13-3_WeaningHeadBodyLen_mm","14-1_InterbirthInterval_d","15-1_LitterSize","16-1_LittersPerYear","16-2_LittersPerYear_EXT","17-1_MaxLongevity_m","18-1_BasalMetRate_mLO2hr","21-1_PopulationDensity_n/km2","22-1_HomeRange_km2","22-2_HomeRange_Indiv_km2","23-1_SexualMaturityAge_d","24-1_TeatNumber","25-1_WeaningAge_d","26-1_GR_Area_km2","26-2_GR_MaxLat_dd","26-3_GR_MinLat_dd","26-4_GR_MidRangeLat_dd","26-5_GR_MaxLong_dd","26-6_GR_MinLong_dd","26-7_GR_MidRangeLong_dd","27-1_HuPopDen_Min_n/km2","27-2_HuPopDen_Mean_n/km2","27-3_HuPopDen_5p_n/km2","27-4_HuPopDen_Change","28-1_Precip_Mean_mm","28-2_Temp_Mean_01degC","30-1_AET_Mean_mm","30-2_PET_Mean_mm"
"Glis glis","Glis glis",13.35,49.95,"Glis_glis","Rodentia","Gliridae","Glis","glis","2","28","319.37","128.09",,,"27.72",,,,,,,,"28.19",,,"1","2","167.08",,,,"5.17","1",,"108",,"3000","0.00148","0.00124","339.31","11","27.84","3545668.83","56.54","35.31","45.93","59.25","-9.29","24.98","2","107","12","0.01","56.59","73.6","498.45","649.12"
"Glischropus javanus","Glischropus javanus",106.76,-6.76,"Glischropus_javanus","Chiroptera","Vespertilionidae","Glischropus","javanus",,,,,,,,"5.37",,,,,,"32.49",,,,"1","2",,,,,,,,,,,,,,,,"665.21","-6.63","-6.89","-6.76","106.89","106.63","106.76","1057","1057","1057","0.13","345","229","1653","1922"
"Glischropus tylopus","Glischropus tylopus",99.81,17.03,"Glischropus_tylopus","Chiroptera","Vespertilionidae","Glischropus","tylopus",,,,"4.59",,"1.25",,,,,"1","3",,"29",,,,"1","2",,,,,"1","2",,,,,,,,,,"1547134.18","22.07","-5.94","8.06","127.9","95.18","111.54","1","82.72","5","0.12","217.01","247.94","1502.1","1713.66"
"Glossophaga commissarisi","Glossophaga commissarisi",-84.14,12.41,"Glossophaga_commissarisi","Chiroptera","Phyllostomidae","Glossophaga","commissarisi",,,,"9.15",,,,,,,"3","2",,"34.37",,,,"1","2",,,,,"0.98","2",,,,,,,,,,"4974223.1","25.76","-15.32","5.21","-59.74","-108.54","-84.14","0","30.43","0","0.11","173.54","234.75","1377.37","1583.32"
"Glossophaga leachii","Glossophaga leachii",-92.66,15.70,"Glossophaga_leachii","Chiroptera","Phyllostomidae","Glossophaga","leachii",,,,"10.24",,,,,"0.38",,"3","2",,"35.71",,,,"1","2",,"15.51",,,"0.98","2",,,,,,,,,,"319942.69","20.11","9.59","14.85","-84.89","-100.42","-92.66","6","131.27","20","0.08","119.14","208.6","1065.32","1603.74"
"Glossophaga longirostris","Glossophaga longirostris",-67.11,7.67,"Glossophaga_longirostris","Chiroptera","Phyllostomidae","Glossophaga","longirostris",,,,"13.32","13.5",,,,,,"3","2",,"38.49",,,,"1","2",,,,,"0.98","2",,,"26.46",,,,,,,"557238.86","12.46","2.4","7.43","-58.58","-75.7","-67.14","0","61.03","0","0.12","105.87","251.37","1296.26","1706.67"
"Glossophaga morenoi","Glossophaga morenoi",-98.42,18.02,"Glossophaga_morenoi","Chiroptera","Phyllostomidae","Glossophaga","morenoi",,,,"8.54",,,,,,,"3","2",,"34.5",,,,"1","2",,,,,"1",,,,,,,,,,,"314356.09","20.26","15.26","17.76","-92.57","-104.26","-98.42","6","108.54","12","0.07","109.3","204.46","979.36","1553.57"
"Glossophaga soricina","Glossophaga soricina",-72.76,-0.77,"Glossophaga_soricina","Chiroptera","Phyllostomidae","Glossophaga","soricina",,"0",,"9.97","8.75",,,,,,"3","2",,"35.7","107.97",,,"1","2","48.99",,,,"1","2",,"120","21.07",,,,,,"32.3","15465868.32","29.56","-34.78","-2.61","-34.79","-110.73","-72.76","0","31.15","0","0.11","141.96","230.99","1244.18","1508.29"
"Glyphonycteris behnii","Glyphonycteris behnii",-62.50,-13.93,"Glyphonycteris_behnii","Chiroptera","Phyllostomidae","Glyphonycteris","behnii",,,,,,,,"14.53",,,"2","2",,"45.99",,,,"1","2",,,,,,,,,,,,,,,,"1043291.01","-10.91","-16.43","-13.67","-52.67","-72.32","-62.5","0","3.59","0","0.23","157.81","232.43","1253.21","1480.03"
"Glyphonycteris daviesi","Glyphonycteris daviesi",-66.83,-15.23,"Glyphonycteris_daviesi","Chiroptera","Phyllostomidae","Glyphonycteris","daviesi",,,,"18.61",,,,,,,"2","2",,"55.5",,,,"1","2",,,,,"0.98",,,,,,,,,,,"4760330.64","16.02","-16.64","-0.31","-46.35","-87.31","-66.83","0","17.42","0","0.12","181.36","239.36","1427.66","1596.84"
"Glyphonycteris sylvestris","Glyphonycteris sylvestris",-70.79,0.53,"Glyphonycteris_sylvestris","Chiroptera","Phyllostomidae","Glyphonycteris","sylvestris",,,,"8.91",,,,,,,"2","2",,"40.5",,,,"1","2",,,,,,,,,,,,,,,,"7649954.44","23.67","-25.47","-0.89","-34.79","-106.8","-70.79","0","36.42","0","0.11","160.43","244.79","1365.8","1601.19"
"Glyphotes simus","Glyphotes simus",115.20,3.86,"Glyphotes_simus","Rodentia","Sciuridae","Glyphotes","simus",,,,,,,,"52.53",,,,,,,,,,,,"120",,,,,,,,,,,,,,,"29554.63","6.07","2.58","4.32","116.82","113.58","115.2","1","20","2","0.2","281.47","225.08","1764.43","1811.56"
"Golunda ellioti","Golunda ellioti",78.66,19.88,"Golunda_ellioti","Rodentia","Muridae","Golunda","ellioti",,,,"60.73",,,,,,,"2","1",,,,,,,,,,,,"4.83",,,,,,,,,,,"2965326.1","33.89","5.91","19.9","91.51","58.89","75.2","10","347.75","50","0.09","91.79","246.17","757.06","1441.16"
"Gorilla beringei","Gorilla beringei",28.11,-1.32,"Gorilla_beringei","Primates","Hominidae","Gorilla","beringei",,,,"149325.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107960.27","0.25","-3.82","-1.78","30.29","26.66","28.47","1","94.22","2","0.16","122.55","206.49","1431","1528.71"
"Gorilla gorilla","Gorilla gorilla",12.87,-0.77,"Gorilla_gorilla","Primates","Hominidae","Gorilla","gorilla","3",,"3650","112588.99",,"2095.89","18967.67",,,,"3","2","5248.98",,"257","10","6","1","1","1594.44",,,"1430.8","1.05",,"0.55","648",,"0.59","4.03",,"3353.12",,"920.35","625702.71","7.82","-6.05","0.88","17.05","8.69","12.87","0","13.91","1","0.07","152.88","242.43","1291.11","1502.69"
"Gracilinanus aceramarcae","Gracilinanus aceramarcae",-67.60,-16.47,"Gracilinanus_aceramarcae","Didelphimorphia","Didelphidae","Gracilinanus","aceramarcae","1",,,"20.5",,,,,,,,,,,,,,,,"83",,,,,,,,,,,,,,,"382.7","-16.37","-16.57","-16.47","-67.5","-67.7","-67.6","51","72.97","51","0.06","87.02","40.44","1087.22","1362.16"
"Gracilinanus agilis","Gracilinanus agilis",-61.75,-19.41,"Gracilinanus_agilis","Didelphimorphia","Didelphidae","Gracilinanus","agilis","1",,,"22.03",,,,,,,,,,,,,,"2","2","95.33",,,,"12",,,,,,,,,,,"2992991.41","-2.78","-34.63","-18.71","-37.89","-76.89","-57.39","0","19.19","0","0.1","118.36","229.76","1169.98","1393.8"
"Gracilinanus dryas","Gracilinanus dryas",-71.53,7.88,"Gracilinanus_dryas","Didelphimorphia","Didelphidae","Gracilinanus","dryas","1",,,"18.53",,,,,,,,,,,,,,"2","2","95",,,,,,,,,,,,,,,"105840.9","9.95","4.97","7.46","-69.49","-73.58","-71.53","5","47.26","7","0.09","108.13","207.44","1338.35","1585.09"
"Gracilinanus emiliae","Gracilinanus emiliae",-47.28,-2.81,"Gracilinanus_emiliae","Didelphimorphia","Didelphidae","Gracilinanus","emiliae","1",,,"7.59",,,,,,,,,,,,,,,,"74.52",,,,,,,,,,,,,,,"1195231.14","10.8","-10.78","0.00704","-34.79","-69.55","-52.17","0","38.81","1","0.1","134.36","250.01","1187.46","1591.55"
"Gracilinanus marica","Gracilinanus marica",-68.19,10.04,"Gracilinanus_marica","Didelphimorphia","Didelphidae","Gracilinanus","marica","1",,,"23.8",,,,,,,,,,,,,,"1","2","99.15",,,,"5.99",,,,,,,,,,,"179494.96","11.06","5.18","8.12","-62.52","-73.86","-68.19","4","92.92","6","0.11","99.07","229.53","1301.81","1682.5"
"Grammomys gigas","Grammomys gigas",36.87,0.18,"Grammomys_gigas","Rodentia","Muridae","Grammomys","gigas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1961.7","0.37","-0.01","0.17","37.12","36.62","36.87","28","85.25","28","0.18","62.5","147.5","968.75","1478"
"Grammomys ibeanus","Grammomys ibeanus",34.67,-2.91,"Grammomys_ibeanus","Rodentia","Muridae","Grammomys","ibeanus",,,,"41.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1377367.97","5.79","-11.25","-2.73","39.82","29.53","34.67","0","64.65","4","0.16","80.73","222.95","987.29","1558.47"
"Grammomys macmillani","Grammomys macmillani",32.17,-3.82,"Grammomys_macmillani","Rodentia","Muridae","Grammomys","macmillani",,,,"37.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2739580.43","9.71","-18.5","-4.39","38.59","25.76","32.17","0","43.31","2","0.14","85.6","229.52","995.48","1544.97"
"Grammomys minnae","Grammomys minnae",37.96,6.47,"Grammomys_minnae","Rodentia","Muridae","Grammomys","minnae",,,,"35.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16054.94","6.91","6","6.46","38.81","37.11","37.96","100","194.35","100","0.15","66.87","179.12","1097.65","1211.15"
"Graomys domorum","Graomys domorum",-65.15,-21.74,"Graomys_domorum","Rodentia","Cricetidae","Graomys","domorum",,,,"102",,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,"267530.52","-17.44","-27.38","-22.41","-63.22","-67.09","-65.15","0","15.02","1","0.09","57.15","100.42","695.11","1377"
"Graomys edithae","Graomys edithae",-66.38,-28.81,"Graomys_edithae","Rodentia","Cricetidae","Graomys","edithae",,,,"40.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1501.77","-28.59","-29.04","-28.81","-66.13","-66.62","-66.38","5","6.99","5","0.18","31.5","159.46","401.33","971.52"
"Graomys griseoflavus","Graomys griseoflavus",-62.15,-21.63,"Graomys_griseoflavus","Rodentia","Cricetidae","Graomys","griseoflavus",,,,"68.32","69.4",,,,,,,,,,,,,"3","2",,,,,"6.97",,,,"83.97",,,,,,,"906311.52","-17.87","-42.89","-30.38","-55","-69.3","-62.15","0","7.88","0","0.08","59.1","175.29","733.47","1130"
"Graphiurus christyi","Graphiurus christyi",26.02,1.92,"Graphiurus_christyi","Rodentia","Gliridae","Graphiurus","christyi","1",,,,,,,,,,"4","2",,,,,,"2","2",,,,,"4.99",,,,,,,,,"7",,"211548.46","3.71","-0.79","1.45","29.95","10.23","20.09","1","18.72","2","0.14","145.59","233.02","1484.89","1613.24"
"Graphiurus crassicaudatus","Graphiurus crassicaudatus",-9.46,6.58,"Graphiurus_crassicaudatus","Rodentia","Gliridae","Graphiurus","crassicaudatus","1",,,,,,,,,,"4","2",,,,,,"2","2",,,,,"3.16",,,,,,,,,"7",,"160434.42","7.94","2.2","5.07","12.71","-10.83","0.94","3","66.63","5","0.01","188.67","249.84","1277.19","1537.71"
"Graphiurus kelleni","Graphiurus kelleni",15.28,6.63,"Graphiurus_kelleni","Rodentia","Gliridae","Graphiurus","kelleni","1",,,"10.5",,,,,,,"4","2",,,,,,"2","2",,,,,"4.41",,,,,,,,,"7",,"3177873.93","18.87","-15.95","1.45","43.23","-12.65","15.28","0","32.12","1","0.1","94.14","245.17","983.14","1573.72"
"Graphiurus lorraineus","Graphiurus lorraineus",10.74,4.16,"Graphiurus_lorraineus","Rodentia","Gliridae","Graphiurus","lorraineus","1",,,,,,,,,,"4","2",,,,,,"2","2",,,,,"4.99",,,,,,,,,,,"2762057.28","11.48","-9.67","0.9","34.91","-13.43","10.74","0","40.19","1","0.12","141.46","249.95","1269.7","1568.9"
"Graphiurus microtis","Graphiurus microtis",33.84,-13.56,"Graphiurus_microtis","Rodentia","Gliridae","Graphiurus","microtis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94285.38","-1.16","-15.53","-8.35","35.87","28.91","32.39","7","55.38","11","0.12","89.97","206.09","930","1608.48"
"Graphiurus monardi","Graphiurus monardi",23.04,-11.83,"Graphiurus_monardi","Rodentia","Gliridae","Graphiurus","monardi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"126848.47","-10.19","-13.85","-12.02","25.88","20.21","23.04","1","3.2","1.5","0.33","105.35","214.48","899.68","1438.73"
"Graphiurus murinus","Graphiurus murinus",28.14,-32.80,"Graphiurus_murinus","Rodentia","Gliridae","Graphiurus","murinus","1",,,"20.07",,"3.49",,,,,"4","2",,,"23.99",,"1","2","2","75.63",,,,"3",,,"69.6",,"54.41",,,,"7",,"7836495.07","14.59","-34.83","-10.12","42.98","13.3","28.14","0","32.34","1","0.13","67.55","217.12","798.09","1481.48"
"Graphiurus nagtglasii","Graphiurus nagtglasii",3.01,7.79,"Graphiurus_nagtglasii","Rodentia","Gliridae","Graphiurus","nagtglasii","1",,,"30",,,,,,,"4","2",,,,,,"2","2",,,,,"3.11",,,,,,,,,"7",,"758306.28","13.41","1.67","7.54","18.32","-12.29","3.01","1","75.64","2","0.09","149.41","253.82","1250.38","1549.79"
"Gracilinanus microtarsus","Gracilinanus microtarsus",-46.63,-22.31,"Gracilinanus_microtarsus","Didelphimorphia","Didelphidae","Gracilinanus","microtarsus","1",,,"29.3","13",,,,,,,,,,,,,"2","2","91.69",,,,,,,,"19.6",,,,,,,"375848.1","-20.19","-29.62","-24.9","-41.62","-51.63","-46.63","5","175.4","13","0.06","132.51","182.46","1188.16","1299.07"
"Grammomys aridulus","Grammomys aridulus",23.93,12.82,"Grammomys_aridulus","Rodentia","Muridae","Grammomys","aridulus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27654.16","13.92","11.77","12.85","24.89","22.96","23.93","13","19.64","13","0.12","43.54","222.21","508.06","1600.1"
"Grammomys buntingi","Grammomys buntingi",-9.26,6.89,"Grammomys_buntingi","Rodentia","Muridae","Grammomys","buntingi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174512.9","9.85","5.75","7.8","-5.24","-13.29","-9.26","3","54.85","8","0.02","214.16","252.42","1249.49","1495.54"
"Grammomys caniceps","Grammomys caniceps",44.71,2.13,"Grammomys_caniceps","Rodentia","Muridae","Grammomys","caniceps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1893.85","2.38","1.9","2.14","44.95","44.46","44.71","17","63.67","17","0.05","46.66","268.33","548.66","1729.66"
"Grammomys cometes","Grammomys cometes",33.28,-20.71,"Grammomys_cometes","Rodentia","Muridae","Grammomys","cometes",,,,"45",,,,,,,,,,,,,,,,"116.81",,,,"2.9","2.75",,,,,,,,,"22.5","415006.18","-15.81","-28.74","-22.27","35.78","30.77","33.28","1","32.07","2","0.21","70.25","225.38","904.06","1421.94"
"Grammomys dolichurus","Grammomys dolichurus",24.29,-4.47,"Grammomys_dolichurus","Rodentia","Muridae","Grammomys","dolichurus",,"12",,"41.85",,"4.19",,,,,,,,,"23.99",,,,,"110.27","37.41",,"38","3.11",,"3.46","52.8",,"206.68",,,"83.05",,"23.87","10134666.76","10.81","-33.41","-11.3","41.39","7.19","24.29","0","30.13","1","0.14","104.86","228.82","1060.33","1514.61"
"Isthmomys flavidus","Isthmomys flavidus",-81.91,8.49,"Isthmomys_flavidus","Rodentia","Cricetidae","Isthmomys","flavidus",,,,,,,,,,,"3","1",,,,,,"1","1",,,,,,,,,,,,,,,,"6512.16","9.03","7.38","8.21","-80.33","-82.55","-81.44","7","24.61","7","0.02","231.2","264.08",,
"Isthmomys pirrensis","Isthmomys pirrensis",-77.64,7.83,"Isthmomys_pirrensis","Rodentia","Cricetidae","Isthmomys","pirrensis",,,,"137.71","137.9",,,,,,"3","2",,,,,,"1","1",,,,,"2.43",,,,"121.35",,,,,,,"20652.28","8.68","7.03","7.86","-76.83","-78.44","-77.64","2","10.21","2","0.08","216.88","251.91","1549.45","1682.03"
"Jaculus blanfordi","Jaculus blanfordi",60.36,30.77,"Jaculus_blanfordi","Rodentia","Dipodidae","Jaculus","blanfordi",,,,,,,,,,,,,,,,,,,,,,,,"3.88","3",,,,,,,,,,"1759262.89","44.71","25.07","34.89","68.17","52.55","60.36","0","15.32","1","0.13","11.36","162.06","175.79","1081.37"
"Jaculus jaculus","Jaculus jaculus",21.36,21.99,"Jaculus_jaculus","Rodentia","Dipodidae","Jaculus","jaculus",,"38","304.16","59.8","75","2",,,,,,,,,"33.54",,,,,"102.18",,,"91.25","3.24","1.5",,"72","92.25",,,,"240.52",,"66.86","15392985.16","37.34","10.73","24.04","59.83","-17.1","21.36","0","21.64","0","0.11","12.16","239.89","178.89","1327.53"
"Jaculus orientalis","Jaculus orientalis",12.46,29.38,"Jaculus_orientalis","Rodentia","Dipodidae","Jaculus","orientalis",,,,"138.26","139",,,,,,,,,,"40",,,,,,,,,"2.41",,,,"139",,,,,,,"4387616.26","37.34","21.72","29.53","35.79","-10.86","12.46","0","40.32","0","0.12","7.23","209.72","107.05","1175.91"
"Juliomys pictipes","Juliomys pictipes",-48.89,-22.68,"Juliomys_pictipes","Rodentia","Cricetidae","Juliomys","pictipes",,,,"22.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90582.12","-20.65","-27.62","-24.14","-46.6","-55.18","-50.89","13","92.16","22","0.09","135.72","206.61","1219.6","1324.91"
"Juscelinomys candango","Juscelinomys candango",-47.63,-15.76,"Juscelinomys_candango","Rodentia","Cricetidae","Juscelinomys","candango",,,,"97.29",,,,,,,"2","2",,,,,,"1","1",,,,,,,,,,,,,,,,"897.34","-15.6","-15.93","-15.76","-47.47","-47.79","-47.63","96","202.5","96","0.11","131","211","1100.5","1438"
"Kadarsanomys sodyi","Kadarsanomys sodyi",107.04,-6.70,"Kadarsanomys_sodyi","Rodentia","Muridae","Kadarsanomys","sodyi",,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,"4545.52","-6.49","-6.92","-6.71","107.59","106.49","107.04","270","1797.7","270","0.11","218.98","238.4","1623.99","1776.2"
"Kannabateomys amblyonyx","Kannabateomys amblyonyx",-49.27,-24.89,"Kannabateomys_amblyonyx","Rodentia","Echimyidae","Kannabateomys","amblyonyx","1",,,"599.99",,,,,,,"1","1",,,,,"1","1","2",,,,,"1",,,"19.2",,,,,,,,"859665.04","-20.7","-29.35","-25.02","-40.96","-57.59","-49.27","2","100.68","8","0.06","134.87","194.24","1214.84","1283.63"
"Kerivoula agnella","Kerivoula agnella",150.67,-9.55,"Kerivoula_agnella","Chiroptera","Vespertilionidae","Kerivoula","agnella",,,,,,,,"7.2",,,,,,"35.99",,,,"1","2",,,,,,,,,,,,,,,,"3241.93","-8.98","-11.65","-10.32","153.77","150.42","152.09","12","12","12","0.09","267","254",,
"Kerivoula argentata","Kerivoula argentata",26.62,-12.67,"Kerivoula_argentata","Chiroptera","Vespertilionidae","Kerivoula","argentata",,,,"10.11",,,,,,,,,,"36.5",,,,"1","2",,,,,,,,,,,,,,,,"4372078.1","-2.21","-29.5","-15.86","40.84","12.41","26.62","1","24.7","1","0.18","85.82","221.09","885.76","1468.47"
"Kerivoula cuprosa","Kerivoula cuprosa",16.36,2.59,"Kerivoula_cuprosa","Chiroptera","Vespertilionidae","Kerivoula","cuprosa",,,,,,,,"5.61",,,,,,"32.99",,,,"1","2",,,,,"0.98",,,,,,,,,,,"249700.71","4.3","-1.11","1.59","37.21","11.62","24.41","1","46.65","1","0.1","125.85","227.65","1327.11","1523.84"
"Grammomys dryas","Grammomys dryas",28.49,-2.98,"Grammomys_dryas","Rodentia","Muridae","Grammomys","dryas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115505.71","-0.91","-5.05","-2.98","30.15","26.83","28.49","5","96.47","7","0.12","111.73","208.53","1373.81","1536.85"
"Heliosciurus gambianus","Heliosciurus gambianus",10.52,9.67,"Heliosciurus_gambianus","Rodentia","Sciuridae","Heliosciurus","gambianus",,,,"248.36",,,,,,,,,,,,,,,,"196.1",,,,"2.91",,,,,,,,,,,"6900748.55","15.79","-16.79","-0.5","38.59","-17.53","10.52","0","32.22","1","0.14","106.27","237.12","1005.42","1536.09"
"Heliosciurus mutabilis","Heliosciurus mutabilis",34.03,-16.48,"Heliosciurus_mutabilis","Rodentia","Sciuridae","Heliosciurus","mutabilis","3",,,"390",,,,,,,"4","2",,,,,"2","2","2",,,,,,,,,,,,,,,,"1316439.18","-6.77","-25.01","-15.89","40.84","27.22","34.03","1","29.29","3","0.19","81.61","231.37","905.54","1516.38"
"Heliosciurus punctatus","Heliosciurus punctatus",-5.60,6.34,"Heliosciurus_punctatus","Rodentia","Sciuridae","Heliosciurus","punctatus",,,,"173.85",,,,,,,,,,,,,,,,"190.09",,,,,,,,,,,,,,,"382580.46","9.11","4.35","6.73","0.05","-11.25","-5.6","3","70.93","8","0.08","164.71","255.45","1329.75","1565.03"
"Heliosciurus rufobrachium","Heliosciurus rufobrachium",10.35,1.67,"Heliosciurus_rufobrachium","Rodentia","Sciuridae","Heliosciurus","rufobrachium","3",,,"332.88","230",,,,,,"2","1",,,,,,"1","2","237.29",,,,"2",,,"106.8","133.4",,,,,,,"3868056.99","13.97","-5.99","3.98","37.54","-16.82","10.35","0","54.46","1","0.12","143.3","245.5","1291.67","1561.34"
"Heliosciurus ruwenzorii","Heliosciurus ruwenzorii",29.46,-1.13,"Heliosciurus_ruwenzorii","Rodentia","Sciuridae","Heliosciurus","ruwenzorii",,,,"291",,,,,,,,,,,,,,,,"225.32",,,,"2.91",,,,,,,,,,,"129123.34","2.6","-4.01","-0.7","31","27.91","29.46","8","111.37","9","0.16","113.81","201.24","1389.65","1546.1"
"Heliosciurus undulatus","Heliosciurus undulatus",38.49,-4.63,"Heliosciurus_undulatus","Rodentia","Sciuridae","Heliosciurus","undulatus",,,,"347.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"118631.03","-1.96","-6.8","-4.38","40.84","36.14","38.49","2","57.81","5","0.17","79.16","233.6","958.97","1620.04"
"Helogale hirtula","Helogale hirtula",42.13,3.41,"Helogale_hirtula","Carnivora","Herpestidae","Helogale","hirtula","3",,,"484.63",,,,,,,"1","3",,,,,,"1","1","229.75",,,,,,,,,,,,,,,"1080149.67","8.66","-5.14","1.75","48.05","36.2","42.13","1","23.39","1","0.1","41.92","242","629.35","1633.25"
"Helogale parvula","Helogale parvula",31.73,-23.71,"Helogale_parvula","Carnivora","Herpestidae","Helogale","parvula","3",,,"281.83",,,,,,,"1","3",,,"54.08",,,"1","1","201.59",,,"141.94","3.49","2.25",,"131",,,"0.21","0.28","423.04","6","21","6944753.53","14.25","-28.34","-7.04","51.41","12.05","31.73","0","30.49","1","0.15","71.37","222.44","797.78","1512.3"
"Hemibelideus lemuroides","Hemibelideus lemuroides",145.31,-18.37,"Hemibelideus_lemuroides","Diprotodontia","Pseudocheiridae","Hemibelideus","lemuroides",,,,"993.59",,,,,,,,,,,,,,"1","2",,,,"365","1",,"1.1","48",,"700",,,,,,"22321.21","-16.35","-19.27","-17.81","145.89","144.46","145.17","0","1.05","0","0","103.34","214.44","1061.51","1683.81"
"Hemicentetes nigriceps","Hemicentetes nigriceps",47.02,-22.22,"Hemicentetes_nigriceps","Afrosoricida","Tenrecidae","Hemicentetes","nigriceps","2","9",,"102.99","101.9","7.29",,,,,"1","3",,,"55.32",,,,,,"60.99",,,"2.84","2",,"31.2","72.45",,,,"61.87",,"22.71","4457.41","-21.67","-22.66","-22.17","47.31","46.74","47.02","8","38.74","8","0.19","149.95","196.13","1263.42","1437.93"
"Hemicentetes semispinosus","Hemicentetes semispinosus",48.44,-19.83,"Hemicentetes_semispinosus","Afrosoricida","Tenrecidae","Hemicentetes","semispinosus","2","9",,"134","133","7.39",,,,,"1","3",,,"53.07","18",,"2","1","175",,,,"5.32","1.5",,"32.4","64.1",,,,"48.57",,"21.5","97855.43","-13.42","-25.2","-19.31","50.38","46.51","48.44","6","39.57","8","0.18","175.17","198.99","1342.17","1595.51"
"Hemiechinus auritus","Hemiechinus auritus",65.94,26.75,"Hemiechinus_auritus","Erinaceomorpha","Erinaceidae","Hemiechinus","auritus","1",,,"322.04","398.5","9.5",,,,,"3","2",,,"37.18","1",,"2","1","210","55.5",,,"3.74","1",,"81.6","151.43",,"0.03","0.02",,"10","39.7","8779465.11","54.81","20.68","37.74","111.44","20.45","65.94","0","60.48","0","0.07","22.53","100.22","267.04","846.3"
"Hemiechinus collaris","Hemiechinus collaris",73.04,28.95,"Hemiechinus_collaris","Erinaceomorpha","Erinaceidae","Hemiechinus","collaris","1",,,,,,,"128.61",,,"2","3",,,"38.49",,,"2","1","163.63",,,,"3.87",,,,,,,,,,,"717631.18","33.43","18.31","25.87","78.35","67.73","73.04","7","266.43","35","0.12","41.77","249.31","452.28","1320.25"
"Hemigalus derbyanus","Hemigalus derbyanus",114.05,0.63,"Hemigalus_derbyanus","Carnivora","Viverridae","Hemigalus","derbyanus","1","9.75",,"1262.7",,"125",,,,,"6","2",,,,,,"1","1","458.63",,,,"1.73",,,"144",,,,,,,"69.6","1431386.4","15.44","-5.94","4.74","119.26","95.18","107.22","1","70.76","4","0.15","245.18","248.86","1659.47","1748.43"
"Hylopetes nigripes","Hylopetes nigripes",118.44,9.50,"Hylopetes_nigripes","Rodentia","Sciuridae","Hylopetes","nigripes","1",,,,,,,"302.25",,,"5","2",,,,,,"1","2","219.99",,,,,,,,,,,,,,,"11578.53","11.42","8.21","9.81","119.71","117.07","118.39","22","42.93","22","0.21","224","249.78",,
"Hemitragus hylocrius","Hemitragus hylocrius",76.50,11.12,"Hemitragus_hylocrius","Artiodactyla","Bovidae","Hemitragus","hylocrius","2",,"669.16","74186.41",,,,,,,"2","1",,,"186.35",,,"1","1","1385",,,"237.25","1.41",,"1.36","207",,,,,,"3","27.28","2109.89","11.46","8.44","9.95","77.57","76.42","76.99","233","486.13","233","0.05","146.23","259.75","1139.48","1559.51"
